Code ISIN;Libellé du fonds;Société de gestion;Catégorie Morningstar;Risque (SRI);Frais UC (B) %;Frais contrat (C) %;Frais totaux (B+C) %
FR0000003196;Ostrum SRI EURO Sovereign Bonds R (C) EUR;Natixis Investment Managers International;OBLIGATIONS D'ETAT EUR;3;0,70%;0,60%;1,30%
FR0000285629;CamGestion Convertibles Europe Classic;BNP PARIBAS ASSET MANAGEMENT Europe;CONVERTIBLES EUR;3;1,20%;0,60%;1,80%
FR0000286338;Amundi Oblig Monde Responsable P;Amundi Asset Management;OBLIGATIONS MONDE COUVERTES;2;0,96%;0,60%;1,56%
FR0000423378;LBPAM ISR Obli Europe C;LBP AM;OBLIGATIONS D'ENTREPRISE EUR;2;1,00%;0,60%;1,60%
FR0000971293;HSBC Euro Gvt Bond Fund HC;HSBC Global Asset Management (France);OBLIGATIONS D'ETAT EUR;3;0,60%;0,60%;1,20%
FR0000982217;Ostrum SRI Credit Euro E;Natixis Investment Managers International;OBLIGATIONS D'ENTREPRISE EUR;2;0,70%;0,60%;1,30%
FR0000983637;Amundi Multi-Gérants Obligs PC;Amundi Asset Management;OBLIGATIONS MONDE COUVERTES;2;1,04%;0,60%;1,64%
FR0007008750;R-co Conviction Credit Euro C EUR;Rothschild & Co Asset Management;OBLIGATIONS D'ENTREPRISE EUR;2;0,71%;0,60%;1,31%
FR0007394846;Arkéa Global Green Bonds P;Arkéa Asset Management;OBLIGATIONS MONDE;2;0,90%;0,60%;1,50%
FR0010028985;Mirova Obli Euro R (C);Natixis Investment Managers International;OBLIGATIONS D'ENTREPRISE EUR;2;0,60%;0,60%;1,20%
FR0010032326;Allianz Euro High Yield RC;Allianz Global Investors GmbH;OBLIGATIONS EURO HAUT RENDEMENT;3;0,96%;0,60%;1,56%
FR0010149120;Carmignac Sécurité AW EUR Acc;Carmignac Gestion;OBLIGATIONS D'ENTREPRISE EUR COURT TERME;2;1,00%;0,60%;1,60%
FR0010156604;Amundi Oblig Internationales EUR-P-C;Amundi Asset Management;OBLIGATIONS INTERNATIONALES FLEXIBLES;3;0,93%;0,60%;1,53%
FR0010491803;Echiquier Credit SRI Europe A;La Financière de l'Echiquier;OBLIGATIONS D'ENTREPRISE EUR;2;1,00%;0,60%;1,60%
FR0010515601;Confiance Solidaire C;Ecofi Investissements;OBLIGATIONS D'ENTREPRISE EUR COURT TERME;2;0,60%;0,60%;1,20%
FR0010560037;Schelcher Euro High Yield P;Arkéa Asset Management;OBLIGATIONS EURO HAUT RENDEMENT;2;1,40%;0,60%;2,00%
FR0010697482;R-co Conviction Credit 12M Euro C EUR;Rothschild & Co Asset Management;OBLIGATIONS D'ETAT EUR COURT TERME;2;0,50%;0,60%;1,10%
FR0010697532;Keren Corporate C;Keren Finance;OBLIGATIONS EURO FLEXIBLES;2;1,20%;0,60%;1,80%
FR0010707513;Schelcher Flexible Short Duration P;Arkéa Asset Management;OBLIGATIONS EURO FLEXIBLES;2;0,80%;0,60%;1,40%
FR0010807107;R Euro Credit F;Rothschild & Co Asset Management;OBLIGATIONS D'ENTREPRISE EUR;2;0,90%;0,60%;1,50%
FR0010868901;Ellipsis European Convertible Fund P EUR;Ellipsis Asset Management;CONVERTIBLES EUR;3;1,70%;0,60%;2,30%
FR0010951426;Anaxis Short Duration E1;Anaxis Asset Management;OBLIGATIONS D'ENTREPRISE EUR COURT TERME;2;1,25%;0,60%;1,85%
FR0010986315;DNCA Sérénité Plus C;DNCA Finance;OBLIGATIONS EURO FLEXIBLES;2;0,70%;0,60%;1,30%
FR0011034818;Schelcher Optimal Income P;Arkéa Asset Management;OBLIGATIONS D'ENTREPRISE EUR;2;1,20%;0,60%;1,80%
FR0011147594;Omnibond R;Flornoy Ferri;OBLIGATIONS EURO FLEXIBLES;2;1,00%;0,60%;1,60%
FR0011167402;Schelcher Convertible Global World P;Arkéa Asset Management;CONVERTIBLES INTERNATIONALES;3;1,40%;0,60%;2,00%
FR0011167410;Schelcher Convertible Mid Cap P;Arkéa Asset Management;CONVERTIBLES EUR;3;1,40%;0,60%;2,00%
FR0011288513;Sycomore Sélection Crédit R;Sycomore Asset Management;OBLIGATIONS D'ENTREPRISE EUR;2;1,20%;0,60%;1,80%
FR0011350685;Ostrum SRI Crossover L;Natixis Investment Managers International;OBLIGATIONS EURO FLEXIBLES;2;1,00%;0,60%;1,60%
FR0011445436;Candriam Patrimoine Obli-Inter C;Candriam;OBLIGATIONS INTERNATIONALES FLEXIBLES;2;2,00%;0,60%;2,60%
FR0012696102;Sunny Multi-Oblig R;Sunny Asset Management;OBLIGATIONS EURO FLEXIBLES;3;0,80%;0,60%;1,40%
FR0013202132;Sextant Bond Picking A;Amiral Gestion;OBLIGATIONS EURO HAUT RENDEMENT;2;1,30%;0,60%;1,90%
FR00140018M8;LBPAM ISR Convertibles Europe L;LBP AM;CONVERTIBLES EUR;3;1,20%;0,60%;1,80%
FR0014006PM4;R-co Conviction Credit SD Euro C EUR;Rothschild & Co Asset Management;OBLIGATIONS D'ENTREPRISE EUR COURT TERME;2;0,60%;0,60%;1,20%
FR00140081Y1;Carmignac Credit 2027 A EUR Acc;Carmignac Gestion;REVENUS FIXES EUR;2;0,90%;0,60%;1,50%
FR001400A1J2;Pluvalca Credit Opportunities 2028 A;Montpensier Arbevel;REVENUS FIXES EUR;3;1,40%;0,60%;2,00%
FR001400A6Y0;Sycoyield 2026 RC;Sycomore Asset Management;REVENUS FIXES EUR;2;1,00%;0,60%;1,60%
FR001400BJT8;IVO 2028 R;IVO Capital Partners;REVENUS FIXES EUR;3;1,30%;0,60%;1,90%
FR001400EZY8;Schelcher Global Yield 2028 P;Arkéa Asset Management;REVENUS FIXES EUR;3;1,30%;0,60%;1,90%
FR001400JNU1;Axiom 2027 RC EUR;Axiom Alternative Investments;REVENUS FIXES EUR;2;1,25%;0,60%;1,85%
FR001400K2B5;Tikehau 2029 R Acc EUR;Tikehau Investment Management;REVENUS FIXES EUR;2;1,10%;0,60%;1,70%
FR001400KAV4;Carmignac Credit 2029 A Eur Acc;Carmignac Gestion;REVENUS FIXES EUR;2;1,00%;0,60%;1,60%
FR001400KCZ1;Ostrum Credit Ultra Short Plus RE;Natixis Investment Managers International;OBLIGATIONS D'ENTREPRISE EUR COURT TERME;2;0,70%;0,60%;1,30%
FR001400MCQ6;Sycoyield 2030 RC;Sycomore Asset Management;REVENUS FIXES EUR;2;1,00%;0,60%;1,60%
FR001400NXB2;Altaux Sélection I;OTEA Capital;OBLIGATIONS D'ENTREPRISE EUR;3;1,50%;0,60%;2,10%
FR001400S409;Sextant Regatta 2031 A;Amiral Gestion;REVENUS FIXES EUR;3;1,20%;0,60%;1,80%
FR001400S680;EdR SICAV Millesima 2030 A;Edmond de Rothschild SICAV;REVENUS FIXES EUR;2;1,00%;0,60%;1,60%
FR001400SEI6;R-co Target 2030 IG C EUR;Rothschild & Co Asset Management;REVENUS FIXES EUR;2;0,90%;0,60%;1,50%
FR001400SJA2;IVO IG 2030 R;IVO Capital Partners;REVENUS FIXES EUR;2;1,25%;0,60%;1,85%
FR001400U4S3;Carmignac Credit 2031 A EUR Acc;Carmignac Gestion;REVENUS FIXES EUR;2;1,14%;0,60%;1,74%
FR001400UG93;Schelcher Global Yield 2031 P;Arkéa Asset Management;REVENUS FIXES EUR;3;1,30%;0,60%;1,90%
FR0050000746;Schelcher Short Term Z;Arkéa Asset Management;OBLIGATIONS D'ENTREPRISE EUR COURT TERME;2;0,10%;0,60%;0,70%
IE00B23XD337;Natixis International Funds (Dublin) I - Loomis Sayles Multisector Income Fund R/A (EUR);Natixis Investment Managers International;OBLIGATIONS USA;3;1,50%;0,60%;2,10%
IE00BD5CTX77;BNY Mellon Global Short-Dated High Yield Bond Fund EUR H Acc Hedged;BNY Mellon Fund Management (Lux) S.A.;OBLIGATIONS INTERNATIONALES HAUT RENDEMENT;3;1,25%;0,60%;1,85%
LU0048579097;Fidelity Funds - Euro Bond Fund A-DIST-EUR;Fidelity (FIL Inv Mgmt (Lux) S.A.);OBLIGATIONS D'ENTREPRISE EUR;3;0,75%;0,60%;1,35%
LU0110060430;Fidelity Funds - European High Yield Fund A-DIST-EUR;Fidelity (FIL Inv Mgmt (Lux) S.A.);OBLIGATIONS EURO HAUT RENDEMENT;3;1,00%;0,60%;1,60%
LU0113257694;Schroder International Selection Fund EURO Corporate Bond A Accumulation EUR;Schroder Investment Management (Europe) S.A.;OBLIGATIONS D'ENTREPRISE EUR;2;0,75%;0,60%;1,35%
LU0119176310;abrdn SICAV I – Euro High Yield Bond Fund Class A Acc EUR;abrdn Investments Luxembourg S.A.;OBLIGATIONS EURO HAUT RENDEMENT;3;1,25%;0,60%;1,85%
LU0138645519;DPAM L - Bonds Higher Yield B;CA Indosuez Fund Solutions;OBLIGATIONS EURO HAUT RENDEMENT;3;0,90%;0,60%;1,50%
LU0164100710;AXA World Funds - Euro Credit Plus A Capitalisation EUR;AXA Investment Managers Paris S.A.;OBLIGATIONS D'ENTREPRISE EUR;2;0,90%;0,60%;1,50%
LU0165128348;HSBC Global Investment Funds - Euro High Yield Bond AC;HSBC Investment Funds (Luxembourg) S.A.;OBLIGATIONS EURO HAUT RENDEMENT;3;1,10%;0,60%;1,70%
LU0170994346;Pictet-Global Emerging Debt HP EUR;Pictet Asset Management (Europe) SA;OBLIGATIONS EMERGENTES;3;1,45%;0,60%;2,05%
LU0251130802;Fidelity Funds - European High Yield Fund A-Acc-EUR;Fidelity (FIL Inv Mgmt (Lux) S.A.);OBLIGATIONS EURO HAUT RENDEMENT;3;1,50%;0,60%;2,10%
LU0260870661;Templeton Global Total Return Fund A(acc)EUR;Franklin Templeton International Services S.à r.l.;OBLIGATIONS INTERNATIONALES FLEXIBLES;3;1,05%;0,60%;1,65%
LU0261953904;Fidelity Funds - US High Yield Fund A-Acc-EUR;Fidelity (FIL Inv Mgmt (Lux) S.A.);OBLIGATIONS USA HAUT RENDEMENT;3;1,00%;0,60%;1,60%
LU0266009793;AXA World Funds - Global Inflation Bonds A Capitalisation EUR;AXA Investment Managers Paris S.A.;OBLIGATIONS INTERNATIONALES INFLATION;3;0,60%;0,60%;1,20%
LU0266010296;AXA World Funds - Global Inflation Bonds E Capitalisation EUR;AXA Investment Managers Paris S.A.;OBLIGATIONS INTERNATIONALES INFLATION;3;0,60%;0,60%;1,20%
LU0280437673;Pictet-Emerging Local Currency Debt PEUR;Pictet Asset Management (Europe) SA;OBLIGATIONS EMERGENTES EN DEVISES LOCALES;3;2,10%;0,60%;2,70%
LU0294219869;Templeton Global Bond Fund A(acc)EUR-H1;Franklin Templeton International Services S.à r.l.;OBLIGATIONS INTERNATIONALES FLEXIBLES;3;1,05%;0,60%;1,65%
LU0336083497;Carmignac Pf Global Bond A EUR Acc;Carmignac Gestion Luxembourg S.A.;OBLIGATIONS MONDE;2;1,00%;0,60%;1,60%
LU0336084032;Carmignac Pf Flexible Bond A EUR Acc;Carmignac Gestion Luxembourg S.A.;OBLIGATIONS EURO FLEXIBLES;2;1,00%;0,60%;1,60%
LU0370787193;Fidelity Funds - Euro Corporate Bond Fund A-Acc-EUR;Fidelity (FIL Inv Mgmt (Lux) S.A.);OBLIGATIONS D'ENTREPRISE EUR;3;0,75%;0,60%;1,35%
LU0552643842;Mirova Funds - Mirova Euro Green and Sustainable Corporate Bond Fund R/A (EUR);Natixis Investment Managers International;OBLIGATIONS D'ENTREPRISE EUR;2;0,80%;0,60%;1,40%
LU0616241476;Amundi Funds - Euro Aggregate Bond A EUR (C);Amundi Luxembourg S.A.;OBLIGATIONS D'ENTREPRISE EUR;3;0,80%;0,60%;1,40%
LU0853555380;Jupiter Dynamic Bond Class L EUR Acc;Jupiter Asset Management International S.A.;OBLIGATIONS INTERNATIONALES FLEXIBLES;3;1,25%;0,60%;1,85%
LU0907913460;Amundi Funds - Emerging Markets Hard Currency Bond A EUR (C);Amundi Luxembourg S.A.;OBLIGATIONS EMERGENTES EN DEVISES FORTES;3;1,20%;0,60%;1,80%
LU0907927171;DPAM L - Bonds Emerging Markets Sustainable A EUR;CA Indosuez Fund Solutions;OBLIGATIONS EMERGENTES EN DEVISES FORTES;3;1,00%;0,80%;1,80%
LU1161527038;Edmond de Rothschild Fund - Bond Allocation A EUR Acc;Edmond de Rothschild Asset Management (Lux);OBLIGATIONS EURO FLEXIBLES;2;0,80%;0,60%;1,40%
LU1165644672;IVO Funds - IVO Emerging Markets Corporate Debt EUR R Acc;IVO Capital Partners;OBLIGATIONS EMERGENTES EN DEVISES FORTES;3;1,50%;0,60%;2,10%
LU1472740767;Mirova Funds - Mirova Global Green Bond Fund R/A (EUR);Natixis Investment Managers International;OBLIGATIONS MONDE COUVERTES;3;0,80%;0,60%;1,40%
LU1623762843;Carmignac Pf Credit A EUR Acc;Carmignac Gestion Luxembourg S.A.;OBLIGATIONS EURO FLEXIBLES;2;1,00%;0,60%;1,60%
LU1670708335;M&G (Lux) Global Convertibles Fund EUR A Acc;M&G Luxembourg S.A.;CONVERTIBLES INTERNATIONALES;3;1,50%;0,60%;2,10%
LU1670719613;M&G (Lux) Global Macro Bond Fund EUR A Acc;M&G Luxembourg S.A.;OBLIGATIONS INTERNATIONALES FLEXIBLES;3;1,25%;0,60%;1,85%
LU1670722161;M&G (Lux) Global Floating Rate High Yield Fund EUR A-H Acc;M&G Luxembourg S.A.;OBLIGATIONS INTERNATIONALES HAUT RENDEMENT;3;1,00%;0,60%;1,60%
LU1694789535;DNCA Invest Alpha Bonds B EUR;DNCA Finance;OBLIGATIONS INTERNATIONALES FLEXIBLES;2;1,40%;0,60%;2,00%
LU1876460905;Axiom Obligataire RC EUR(v);Axiom Alternative Investments;OBLIGATIONS D'ENTREPRISE EUR;2;1,20%;0,60%;1,80%
LU1897613763;Edmond de Rothschild Fund - Emerging Sovereign A EUR H;Edmond de Rothschild (Suisse) SA;OBLIGATIONS EMERGENTES EN DEVISES FORTES;3;1,00%;0,60%;1,60%
LU1902444584;CPR Invest - Climate Bonds Euro - A EUR - Acc;CPR Asset Management;OBLIGATIONS D'ENTREPRISE EUR;2;0,70%;0,60%;1,30%
LU1951229035;Natixis International Funds (Lux) I - Thematics Water Fund R/A (EUR);Natixis Investment Managers International;THEMATIQUES WATER;4;2,00%;0,80%;2,80%
LU2696109219;Quaero Capital Funds (Lux) - Bond Investment Opportunity D EUR Acc;Quaero Capital SA;OBLIGATIONS EURO HAUT RENDEMENT;2;1,25%;0,60%;1,85%
LU2786374178;Mandarine SICAV Global Target 2030 C;Mandarine Gestion;REVENUS FIXES EUR;3;1,15%;0,60%;1,75%
MS0000000003;H2O MULTIBONDS SP R M;H2O AM EUROPE;OBLIGATIONS INTERNATIONALES FLEXIBLES;7;0,55%;0,60%;1,15%
MS0000000004;H2O MULTIBONDS SP SR M;H2O AM EUROPE;OBLIGATIONS INTERNATIONALES FLEXIBLES;7;0,64%;0,60%;1,24%
MS0000000005;H2O ADAGIO SP R M;H2O AM EUROPE;OBLIGATIONS INTERNATIONALES FLEXIBLES;4;0,40%;0,60%;1,00%
FR0014011BI2;FREQUENCE PATRIMOINE OCTOBRE 25;NATIXIS;DIVERSIFIES;5;0,00%;0,60%;0,60%
FR1459AB8459;IMPULSION 9;GOLDMAN SACHS INTERNATIONAL;DIVERSIFIES;1;0,00%;0,60%;0,60%
FRC764200180;EXIGENCE 31 AVENIR;CITI GROUP;DIVERSIFIES;7;0,00%;0,60%;0,60%
BE0057451271;DPAM B - Equities Europe Dividend B EUR Cap;Degroof Petercam Asset Management SA;ACTIONS SECTEUR DIVIDENDES;5;1,60%;0,60%;2,20%
BE0058182792;DPAM B - Equities Euroland B Cap;Degroof Petercam Asset Management SA;ACTIONS EUROPE ZONE EURO;4;1,60%;0,60%;2,20%
BE0058185829;DPAM B - Equities Europe Small Caps Sustainable B Cap;Degroof Petercam Asset Management SA;ACTIONS EUROPE HORS UK PETITES & MOY. CAP.;4;1,60%;0,60%;2,20%
BE0946564383;DPAM B - Equities NewGems Sustainable B Cap;Degroof Petercam Asset Management SA;ACTIONS MONDE GDES CAP.;4;1,60%;0,60%;2,20%
BE0947764743;DPAM B - Equities Sustainable Food Trends B Cap;Degroof Petercam Asset Management SA;ACTIONS SECTEUR MATIERES PREMIERES;4;1,60%;0,60%;2,20%
DE0008474156;DWS European Opportunities LD;DWS Investment GmbH;ACTIONS EUROPE MOYENNES CAP.;5;1,40%;0,60%;2,00%
DE000A1EK0G3;Xtrackers Physical Gold EUR Hedged ETC;Xtrackers;MATIERES PREMIERES - OR;4;0,29%;0,60%;0,89%
FR0000003998;Lazard Equity SRI PC EUR;Lazard Frères Gestion;ACTIONS EUROPE ZONE EURO;4;1,12%;0,60%;1,72%
FR0000008674;Fidelity Europe A;FIL Gestion;ACTIONS EUROPE GDES CAP. MIXTE;4;1,90%;0,60%;2,50%
FR0000017329;Allianz Valeurs Durables RC;Allianz Global Investors GmbH;ACTIONS EUROPE ZONE EURO;4;1,79%;0,60%;2,39%
FR0000170243;AXA Europe Actions Action C;AXA Investment Managers Paris S.A.;ACTIONS EUROPE GDES CAP. MIXTE;4;1,79%;0,60%;2,39%
FR0000170318;AXA Europe Opportunités C;AXA Investment Managers Paris S.A.;ACTIONS EUROPE GDES CAP. MIXTE;4;2,39%;0,60%;2,99%
FR0000170391;AXA France Small Cap C;AXA Investment Managers Paris S.A.;ACTIONS FRANCE PETITES & MOY. CAP.;4;2,39%;0,60%;2,99%
FR0000284689;Comgest Monde C;Comgest SA;ACTIONS MONDE GDES CAP.;4;2,00%;0,60%;2,60%
FR0000292278;Magellan C;Comgest SA;ACTIONS MARCHÉS EMERGENTS;4;1,75%;0,60%;2,35%
FR0000295230;Comgest Renaissance Europe C;Comgest SA;ACTIONS EUROPE GDES CAP. CROISSANCE;4;1,75%;0,60%;2,35%
FR0000299356;Norden SRI;Lazard Frères Gestion;ACTIONS EUROPE DU NORD;4;2,00%;0,60%;2,60%
FR0000422842;Pluvalca Allcaps A;Montpensier Arbevel;ACTIONS FRANCE;4;2,29%;0,60%;2,89%
FR0000422859;Pluvalca Small Caps A;Montpensier Arbevel;ACTIONS FRANCE PETITES & MOY. CAP.;4;2,29%;0,60%;2,89%
FR0000423147;SG Actions Energie C C;Societe Generale Gestion;ACTIONS SECTEUR ENERGIE;5;2,40%;0,60%;3,00%
FR0000427809;HSBC Actions Europe AC;HSBC Global Asset Management (France);"ACTIONS EUROPE GDES CAP. ""VALUE""";4;1,60%;0,60%;2,20%
FR0000442949;Arkéa Focus - European Economy P;Arkéa Asset Management;ACTIONS FRANCE PETITES & MOY. CAP.;4;2,00%;0,60%;2,60%
FR0000443392;Lyxor Index Fund Euro;Amundi Asset Management;ACTIONS EUROPE ZONE EURO;5;0,50%;0,60%;1,10%
FR0000447609;Arkéa Focus - Human P;Arkéa Asset Management;ACTIONS FRANCE;4;2,00%;0,60%;2,60%
FR0000447864;AXA France Opportunités C;AXA Investment Managers Paris S.A.;ACTIONS FRANCE;4;2,00%;0,60%;2,60%
FR0000973562;Ecofi Convictions Monde C;Ecofi Investissements;ACTIONS MONDE GDES CAP.;5;1,80%;0,60%;2,40%
FR0000974149;Oddo BHF Avenir Europe CR-EUR;ODDO BHF Asset Management SAS;ACTIONS EUROPE MOYENNES CAP.;4;2,00%;0,60%;2,60%
FR0000975880;Allianz Actions Aéquitas R C/D;Allianz Global Investors GmbH;ACTIONS FRANCE;5;1,79%;0,60%;2,39%
FR0000979221;Valeur Intrinsèque P;Fourpoints Investment Managers;ACTIONS THEMATIQUES;4;2,25%;0,60%;2,85%
FR0000982449;HSBC Responsible Investment Funds - Europe Equity Green Transition AC;HSBC Global Asset Management (France);ACTIONS SECTEUR ENVIRONNEMENT;4;1,80%;0,60%;2,40%
FR0000982761;AXA Euro Valeurs Responsables C;AXA Investment Managers Paris S.A.;ACTIONS EUROPE ZONE EURO;4;1,50%;0,60%;2,10%
FR0000987950;Arkéa Indiciel Apal P;Arkéa Asset Management;ACTIONS THEMATIQUES;4;1,40%;0,60%;2,00%
FR0000987968;Arkéa Indiciel Japon P;Arkéa Asset Management;ACTIONS JAPON;5;1,10%;0,60%;1,70%
FR0000988057;Arkéa Indiciel US P;Arkéa Asset Management;ACTIONS ETATS-UNIS GDES CAP. MIXTE;5;1,30%;0,60%;1,90%
FR0000989899;Oddo BHF Avenir CR-EUR;ODDO BHF Asset Management SAS;ACTIONS FRANCE PETITES & MOY. CAP.;4;1,80%;0,60%;2,40%
FR0000990095;Oddo BHF Avenir Euro CR-EUR;ODDO BHF Asset Management SAS;ACTIONS EUROPE ZONE EURO PETITES & MOY. CAP.;4;2,00%;0,60%;2,60%
FR0000990848;Ecofi Actions US;Ecofi Investissements;ACTIONS ETATS-UNIS GDES CAP. CROISSANCE;5;1,75%;0,60%;2,35%
FR0000991770;CM-AM SICAV - CM-AM Europe Value RC;Credit Mutuel Asset Management;"ACTIONS EUROPE GDES CAP. ""VALUE""";4;1,79%;0,60%;2,39%
FR0000994378;Arkéa Schelcher Equity Convictions P;Arkéa Asset Management;ACTIONS EUROPE ZONE EURO;4;1,60%;0,60%;2,20%
FR0000994782;Allianz Actions Euro PME-ETI RC;Allianz Global Investors GmbH;ACTIONS EUROPE HORS UK PETITES & MOY. CAP.;5;2,05%;0,60%;2,65%
FR0007005764;BSO Bio Santé C;Saint Olive Gestion;ACTIONS SECTEUR SANTE;4;2,00%;0,60%;2,60%
FR0007052782;Amundi CAC 40 UCITS ETF Dist;Amundi Asset Management;ACTIONS FRANCE;5;0,25%;0,60%;0,85%
FR0007054358;Amundi EURO STOXX 50 II UCITS ETF Acc;Amundi Asset Management;ACTIONS EUROPE ZONE EURO;5;0,20%;0,60%;0,80%
FR0007056841;Amundi Dow Jones Industrial Average UCITS ETF Dist;Amundi Asset Management;ACTIONS ETATS-UNIS GDES CAP. MIXTE;5;0,50%;0,60%;1,10%
FR0007061882;Erasmus Mid Cap Europe R;Erasmus Gestion;ACTIONS EUROPE ZONE EURO PETITES & MOY. CAP.;4;1,50%;0,60%;2,10%
FR0007062567;AXA Social A Capitalisation EUR;AXA Investment Managers Paris S.A.;ACTIONS MONDE GDES CAP.;4;1,80%;0,60%;2,40%
FR0007073119;Sycomore Social Impact A;Sycomore Asset Management;ACTIONS EUROPE ZONE EURO;4;1,76%;0,60%;2,36%
FR0007075155;R-co Opal Equity Europe;Rothschild & Co Asset Management;ACTIONS EUROPE FLEX CAP;4;1,60%;0,60%;2,20%
FR0007075494;Amundi DJ Global Titans 50 UCITS ETF Dist;Amundi Asset Management;ACTIONS MONDE GDES CAP.;5;0,40%;0,60%;1,00%
FR0007076930;Centifolia C;DNCA Finance;ACTIONS FRANCE;5;2,39%;0,60%;2,99%
